Study,Authors,Year (online),Year (print),Title,Journal,Pub year IF,2017 IF,Average n,Effect type,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 700 ppm",Larvae,15,65.854,49.6341,15,58.537,49.6341
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 850 ppm",Larvae,15,65.854,49.6341,15,62.805,39.704
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs.rubble, 700 ppm",Larvae,15,48.171,39.704,15,59.146,29.774
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus moluccensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs.rubble, 850 ppm",Larvae,15,48.171,39.704,15,73.78,29.774
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 700 ppm",Larvae,15,64.375,50.8713,15,61.25,40.6971
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coal, 850 ppm",Larvae,15,64.375,50.8713,15,56.25,30.5228
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 700 ppm",Larvae,15,62.5,50.8713,15,58.125,40.6971
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 850 ppm",Larvae,15,62.5,50.8713,15,49.375,61.0456
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 700 ppm",Larvae,15,61.25,50.8713,15,46.875,40.6971
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus amboinensis,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 850 ppm",Larvae,15,61.25,50.8713,15,56.875,40.6971
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 700 ppm",Larvae,15,43.114,58.4898,15,39.521,48.7388
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard vs. soft coral, 850 ppm",Larvae,15,43.114,58.4898,15,36.527,38.9878
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 700 ppm",Larvae,15,37.126,48.7388,15,41.317,48.7388
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in hard coral cue, hard coral vs. rubble, 850 ppm",Larvae,15,37.126,48.7388,15,67.066,29.2368
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 700 ppm",Larvae,15,44.311,38.9878,15,46.707,48.7388
a9,Devine et al,2011,2012,Rising CO2 concentrations affect settlement behaviour of larval damselfishes,Coral Reefs,3.878,3.095,15,Strong,Pomacentrus chrysurus,Trop,Yes,Habitat,"% time in soft coral cue, soft coral vs. rubble, 850 ppm",Larvae,15,44.311,38.9878,15,58.683,48.7388
a10,Domenici et al,2011,2012,Elevated carbon dioxide affects behavioural lateralization in a coral reef fish,Biol Lett,3.762,3.345,69,Strong,Neopomacentrus azysron,Trop,No,-,Absolute lateralization ,Larvae,70,46.829,30.6134,68,29.122,24.1367
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, pseudo-conditioning, water, Fig 1",Juvenile,16,-7.622,14.44,16,-0.401,9.628
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, pseudo-conditioning, predator, Fig 1",Juvenile,16,-8.625,13.64,16,-2.006,14.44
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, true conditioning, water, Fig 1",Juvenile,16,3.009,13.64,16,-4.613,12.036
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, true conditioning, predator, Fig 1",Juvenile,16,-61.576,14.44,16,-2.206,21.66
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, pseudo-conditioning, water, Fig 1",Juvenile,16,-0.528,10.556,16,-3.519,11.26
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, pseudo-conditioning, predator, Fig 1",Juvenile,16,-6.334,9.852,16,-1.584,8.444
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, true conditioning, water, Fig 1",Juvenile,16,-4.927,11.26,16,-2.815,8.444
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, true conditioning, predator, Fig 1",Juvenile,16,-45.044,19.004,16,-1.232,19.708
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in area use, pseudo-conditioning, water, Fig 1",Juvenile,16,0.179,1.156,16,-0.138,0.716
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, pseudo-conditioning, predator, Fig 1",Juvenile,16,-0.441,1.708,16,0.262,0.44
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in area use, true conditioning, water, Fig 1",Juvenile,16,-0.069,0.828,16,0.179,0.384
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, true conditioning, predator, Fig 1",Juvenile,16,-2.687,1.212,16,0.193,0.828
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, naïve tutor, water, Fig 2",Juvenile,17,-2.281,10.1263,17,-4.211,15.1895
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, naïve tutor, predator, Fig 2",Juvenile,17,-0.877,8.6791,17,-10.351,18.0839
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, experienced tutor, water, Fig 2",Juvenile,17,-0.877,5.7888,17,-1.404,8.6791
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, experienced tutor, predator, Fig 2",Juvenile,17,-45.965,21.6999,17,-4.912,12.2951
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, naïve tutor, water, Fig 2",Juvenile,17,-6,13.9155,17,-7,16.4924
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, naïve tutor, predator, Fig 2",Juvenile,17,-4.875,9.7924,17,-9,15.977
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, experienced tutor, water, Fig 2",Juvenile,17,-2.25,4.6385,17,1.75,12.8847
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, experienced tutor, predator, Fig 2",Juvenile,17,-29.75,17.5232,17,-1.5,12.8847
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in area use, naïve tutor, water, Fig 2",Juvenile,17,-0.126,0.7092,17,-0.252,1.1339
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, naïve tutor, predator, Fig 2",Juvenile,17,-0.057,0.4247,17,-0.436,0.9937
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in area use, experienced tutor, water, Fig 2",Juvenile,17,0.195,0.569,17,-0.057,0.6638
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, experienced tutor, predator, Fig 2",Juvenile,17,-1.995,1.039,17,0.195,0.8988
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, water, Fig 3",Juvenile,23,-2.609,8.8243,23,-2.899,9.7307
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, predator, Fig 3",Juvenile,23,-31.449,17.3753,23,-8.986,20.1569
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses , water, Fig 3",Juvenile,23,1.523,6.695,23,2.411,10.9537
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, predator, Fig 3",Juvenile,23,-19.924,14.6081,23,-9.264,22.5164
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in area use, water, Fig 3",Juvenile,23,0.359,0.8057,23,0.287,0.8632
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, predator, Fig 3",Juvenile,23,-1.581,1.2613,23,-0.156,1.4915
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in feeding strikes, water, Fig 4",Juvenile,15,-4.932,10.5035,15,-6.904,16.2355
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, predator, Fig 4",Juvenile,15,-69.781,30.5578,15,-13.068,16.2355
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in feeding strikes, conspecifics, Fig 4",Juvenile,15,-55.726,24.8297,15,-59.671,21.9637
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in line crosses, water, Fig 4",Juvenile,15,-1.94,13.296,15,-5.075,20.8095
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, predator, Fig 4",Juvenile,15,-37.313,21.3866,15,-13.284,12.7189
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in line crosses, conspecifics, Fig 4",Juvenile,15,-39.403,16.1852,15,-28.657,19.6554
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,No,-,"Change in area use, water, Fig 4",Juvenile,15,-0.076,0.7707,15,0.092,0.9489
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, predator, Fig 4",Juvenile,15,-2.751,1.6576,15,-0.596,1.3633
a11,Ferrari et al ,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Change in area use, conspecifics, Fig 4",Juvenile,15,-2.583,2.1921,15,-1.498,1.0651
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease feeding, 550 uatm",Juvenile,25,0.651,0.1689,25,0.662,0.1876
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease feeding, 700 uatm",Juvenile,25,0.651,0.1689,25,0.622,0.2064
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease feeding, 850 uatm",Juvenile,25,0.651,0.1689,25,0.389,0.3752
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease line crosses, 550 uatm",Juvenile,25,0.548,0.3424,25,0.599,0.3189
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease line crosses, 700 uatm",Juvenile,25,0.548,0.3424,25,0.449,0.4034
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease line crosses, 850 uatm",Juvenile,25,0.548,0.3424,25,0.001,0.7411
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease area use, 550 uatm",Juvenile,25,0.31,0.2674,25,0.312,0.3143
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease area use, 700 uatm",Juvenile,25,0.31,0.2674,25,0.337,0.2674
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Prop decrease area use, 850 uatm",Juvenile,25,0.31,0.2674,25,0.061,0.4128
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Min approach distance, 550 uatm",Juvenile,25,19.338,4.5122,25,16.88,5.0094
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Min approach distance, 700 uatm",Juvenile,25,19.338,4.5122,25,18.91,3.5084
a12,Ferrari et al ,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus amboinensis,Trop,Yes,Food,"Min approach distance, 850 uatm",Juvenile,25,19.338,4.5122,25,14.744,4.5122
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification,Mar Ecol Prog Ser,2.546,2.276,30,No,Theragra chalcogramma,Temp,No,-,"Consumption rate, cold phase, point 1",Juvenile,30,0.02,0.001,30,0.019,0.001
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification,Mar Ecol Prog Ser,2.546,2.276,30,No,Theragra chalcogramma,Temp,No,-,"Consumption rate, cold phase, point 2",Juvenile,30,0.02,0.001,30,0.018,0.001
a13,Hurst et al,2012,2012,Resiliency of juvenile walleye pollock to projected levels of ocean acidification,Mar Ecol Prog Ser,2.546,2.276,30,No,Theragra chalcogramma,Temp,No,-,"Consumption rate, cold phase, point 3",Juvenile,30,0.02,0.001,30,0.018,0.001
